id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,target
276,9.58,0.176,0.1,1.2,3.16,3.188,17.38,0.3902,18.572,3.1471,4.53,5.8,3.3,6.4,57.8,6.2092,1.315,3409688.402,4.1,1.5174,1.2,2.699,0.5847,7.74,2.67,15.2,0.044,472.9,4.35,3.8,108.5153,3.42,7.7561,5.5,8.7161,0.0046,473916.4,101028.277,0.2,4.177,2.7,36.8497,8.9,0.258,3.01,11.5,0.04,63823614.5429,34.432,74.90,0.465,110.4164,1.71,77.7,1.8,0.7317,9.3486,1971.52,8.31,3.06,17.387,0.723,5.92,-0.3475,93.665,3.667,23.65,0.3141,4.4926,0,18.5,0.67,6.0,192.55,6.9,1.42,30.7,-2.321,0.068,0.596,0.413,6.256,5.179,2.6819,0.14,1.264,0.7,1.17,0.8519,0.472,666.0,2.908,17.6973,3.4737,6.46,0.7723,5.3307,4.74,0.4,4.0397,-3.37,55309296.424,1.2358,4.6707,393.07,-1.66,0.3,44.9574,16.1323,0.01,8.4245,0.00,1.144,0.1,4.1066,5.70818,70.296,1669.98,0.997,0.5320,28.0,-2.0677,1.4,0.59,7.1162,-2.5127,24.0,11.8973,0.738,0.148,2.14,6.7500,3.0,-0.3,7.6,3.934,24,11.0505,2.0,6.2,31245359.4,0.1467,0.4,2.5,13.1,20.20,1.289,5.179,3.43,0.5148,0.2,0.941,2.684,0.096,77568.8679,0.03,2.45,11.0029,2.48,3.3317,0.013,17358.651,6.5559,1.1,0.41,2.3,0.0368,6.31,0.4613,4.16,2.7608,23.4485,0.171,6.6297,18.100,1.68,0.8283,3425.268,3.221,0.13,0.4,2.5,0.34,4.36,0.732,4.2622,2.88,4.33,41.63,23.0022,4.1128,6.731,5.9,2.86,0.2,6.4787,6.15,0.36,0.42,1824530.1051,23.70
277,28.63,0.843,0.0,6.99,9.87,12.222,3.95,0.1066,8.425,4.7568,6.77,5.1,6.93,3.6,32.1,3.0196,1.492,2.016,2.8,1.5701,-3.3,3.952,0.1195,29.97,5.98,27.4,0.619,3671.1,3.03,2.9,12.2668,1.67,4.7008,-6.8,9.4638,0.2041,10411.8,0.0,0.7,3.121,1.8,0.0614,6.9,0.158,1.96,7.6,0.14,0.6218,40.974,77.80,0.799,115.8181,2.14,122.4,29.2,0.8236,6.5643,0.39,17.08,2.39,40.288,0.522,6.164,4.4488,2.185,4.671,17.19,0.4588,0.36,0,1.8,0.19,5.7,1.75,8.0,66.4,16.4,1.6259,0.037,0.818,0.504,8.506,4.112,3.5533,0.38,1.265,0.8,1.0,0.5255,1.515,666.0,5.72,10.4718,7.0907,4.32,3.4638,3.8472,5.132,0.7,6.1964,2.07,128.998,1.9899,3.7304,338.16,1.34,0.02,59.7058,-3.2068,0.7,2.5932,0.00,340.651,2666792.1,6.4272,9.91655,18.393,867717.26,4.877,0.6930,5.5,1.5425,1.44,0.68,8.6984,4.7978,11.0,-5.1588,0.736,0.053,1.56,5.8520,2.3,6.7,7.6,3.9499,24,6.8798,1.4,4.71,557.9,0.01,0.9,1.4,6.77,20.20,0.577,3.3037,-9.73,0.8864,0.1,0.928,4.451,0.691,139.2379,0.3,1.2,8.4645,1.16,1.5004,0.175,1.01,6.1094,18.4,0.14,3.7,0.0013,5.61,0.7256,7.72,2.7557,12.6088,0.907,7.3449,18.100,1.97,0.3544,1694.31,5.609,0.411,0.1,0.05,0.61,3.6,0.272,4.5621,3.18,5.09,26.103,2.1174,7.0232,7.753,14.4,2.48,0.4,17.8826,6.47,0.18,0.65,91.0841,6.30
278,28.36,0.468,0.2,4.71,9.3,15.914,2.96,0.1623,0.189,6.5137,3.77,5.7,6.18,4.9,14.3,6.2277,2.948,175398.962,1.4,2.1271,4.0,5.033,0.0324,4.63,4.03,32.4,0.338,14920.9,4.9,6.6,224.1488,1.24,9.3835,-2.2,8.9257,0.1796,32803.9,3.6,0.6,3.516,3.2,0.0001,5.5,0.019,3.05,10.5,0.33,13241596.363,26.531,83.00,0.16,91.5225,1.67,69.0,31.95,0.3575,5.2009,8450787.95,14.81,2.91,27.137,0.351,5.805,6.647,65.704,1.393,53.92,0.4626,-0.2511,0,1.3,0.18,5.2,1.55,13.1,3.02,22.0,2.6562,0.795,0.679,0.285,2.111,3.9288,6.1143,0.77,3.717,0.4,1.6,0.6028,1.099,307.0,3.39,2.6104,5.9398,4.98,1.5239,3.7596,4.103,0.6,1.7055,-1.36,1047.024,1.2118,4.9015,382.00,4.46,0.16,37.6307,-7.4632,0.33,0.4288,0.00,80.385,0.0,8.047,0.52693,2.317,899.69,6.104,0.5040,1783982.8,1.5974,2.19,0.79,6.2627,16.3636,18.9,23.3787,0.583,0.24,6831.03,8.7250,5.5,-3.3,5.2,4.2836,8,10.8645,1.1,6.64,0.0,0.0147,0.7,3.6,13.84,17.40,0.142,4.1307,4.65,0.5814,0.0,0.546,1.736,0.891,2688.8214,0.11,1.0,17.8673,12.63,2.8944,0.239,27951.689,5.5833,356.3,0.23,2.5,0.0843,6.02,0.6541,7.79,3.1455,15.6548,0.021,4.2968,6.200,1.12,0.4461,13128.469,6.274,0.365,0.4,0.02,0.46,4.39,0.631,4.6494,3.38,7.09,26.627,26.4404,8.1138,5.136,7.0,2.2,0.2,0.2709,6.23,0.87,0.8,1075511.7483,50.00
279,23.69,0.151,0.5,1.18,4.26,5.142,6.27,0.8774,15.253,4.8499,3.65,6.3,5.89,3.5,33.4,3.7838,1.569,49.011,7.1,1.1626,1.0,5.444,0.1187,7.19,9.76,29.2,0.1,33.5,3.69,5.2,165.85,9.06,3.5922,-1.0,9.119,0.0944,18614.6,0.027,0.0,3.507,1.1,0.2274,3.5,0.043,2.64,4.7,0.21,7382652458.56,29.081,32.10,0.189,116.5013,1.37,94.0,56.22,0.709,8.6045,4264.32,14.41,3.02,24.211,0.129,5.951,-2.623,4.121,1.011,29.09,0.4155,0.9421,0,3.1,0.19,2.5,60.43,9.4,2.77,23.9,4.6663,0.18,0.673,0.254,2.292,7.5509,4.5136,3.45,2.038,0.5,1.54,0.6184,3.156,254.0,6.535,14.539,2.509,5.69,5.7311,6.3692,1.671,0.9,2.137,6.3,115356.6,2.6194,4.6433,396.90,4.49,0.01,64.4436,2.3743,0.43,-3.9588,40.00,15.69,0.0,5.7948,0.07978,1360.049,127.58,5.944,0.4470,43835.2,5.4669,1.68,0.69,8.6233,4.8487,19.8,-0.1512,0.654,0.062,2.7,6.4820,1.1,3.5,7.3,4.2346,4,12.028,2.0,7.41,42568.4,0.1196,0.1,11.8,13.61,17.60,0.321,5.4946,1.01,0.3618,0.1,0.961,1.995,0.334,6422.1203,0.11,2.11,2.8706,2.63,4.1403,0.325,743.58,4.3267,18.0,0.11,2.9,0.1374,6.37,0.2676,6.45,2.9739,5.5164,1752.996,5.2538,6.410,2.09,0.0116,586.938,7.632,0.504,0.2,5.95,0.49,4.52,0.794,4.376,2.72,6.37,23.524,5.3996,5.1906,8.515,8.3,2.83,0.2,9.3901,4.33,0.48,0.75,8908.6194,29.10
280,22.21,0.928,0.8,2.61,0.09,12.336,1.47,0.2629,9.263,4.3963,3.4,6.4,8.07,4.8,49.1,6.112,41.705,39366.243,32.3,1.5512,-3.1,3.503,0.086,9.42,-8.61,27.3,0.105,138.2,8.48,4.2,17.4989,-1.26,6.8124,-8.3,9.8413,0.0078,53404.3,0.003,0.4,2.647,5.9,4.3805,3.5,0.003,3.13,5.6,0.11,48306.5403,17.614,79.90,0.171,134.0174,25.54,65.9,109.33,0.9148,8.278,366.32,-5.12,2.17,27.423,0.644,5.394,3.5047,2.716,70.734,23.56,0.7584,7.6385,0,9.9,1.0,6.3,2.66,11.8,39.19,9.7,1.5669,0.092,0.896,0.238,1.109,7.7452,2.9867,1.92,3.341,0.3,1.51,0.3909,0.221,384.0,5.65,1.7534,7.314,8.55,5.3151,3.2818,4.255,0.6,5.806,9.6,1485.569,2.5269,2.9641,394.76,3.09,0.14,53.3899,-10.4047,0.02,12.156,0.00,1.106,1.4,7.9761,0.14866,9208.521,15002.76,5.673,0.5200,4000.0,12.8534,2.04,0.8,4.7488,0.9984,44.7,10.3742,0.513,0.432,3.11,6.7270,6.3,6.3,5.9,3.7826,5,9.1696,5.6,4.94,33868.4,7434.3079,0.2,2.1,9.99,20.90,0.04,6.467,-0.83,0.7136,0.3,0.629,1.97,0.497,3257793.5894,0.08,0.87,10.6838,3.13,2.7778,0.037,8517.183,8.1664,26.2,0.09,3.9,0.0288,5.94,0.9844,6.35,2.7745,10.1759,9615.701,6.6144,8.560,3.44,0.1902,2014.97,5.011,0.603,1.7,6.13,0.76,6.16,0.405,4.5592,3.94,4.44,26.69,4.4231,6.3326,5.274,1.0,2.03,0.4,5.3052,4.85,0.93,0.92,3261.301,27.50
281,19.26,0.706,0.4,1.21,9.1,3.221,38.88,1.3075,17.21,1.7901,3.94,8.3,4.34,6.0,33.3,3.2189,1.602,3.036,1.7,2.039,6.1,4.833,0.0937,14.66,4.98,41.1,0.072,393.3,4.09,9.5,24.1965,2.71,5.5664,8.9,8.4548,0.0289,1263920.0,3319502.289,0.4,2.816,1.2,2.8781,11.3,0.167,2.73,6.4,0.1,97482.5933,39.263,59.10,0.306,74.9477,1.45,111.2,39.1,0.6104,6.3578,418.11,0.73,2.68,8.969,0.6,5.648,5.0348,1.045,10.608,21.55,0.7259,5.3275,1,1.6,0.75,2.7,1.38,0.9,199.22,9.9,-1.6603,0.318,0.999,0.096,14.667,5.7884,2.7598,3.14,8.094,0.0,1.67,0.5107,1.766,277.0,4.059,8.0501,5.5494,5.66,3.8198,8.8537,3.496,0.3,4.0016,7.82,173225.062,14.4466,3.4143,381.32,2.0,0.12,51.8049,-7.7848,0.07,13.275,0.00,1.418,19.3,8.0737,0.13587,16.738,2.72,6.135,0.4890,1.9,-1.3238,1.31,0.85,8.7813,-6.4546,2.9,10.0195,0.768,0.054,2.27,6.0640,3.8,8.0,8.3,3.1133,4,9.1653,1.4,4.4,1569730.4,5910.6437,0.6,47.8,9.31,18.60,0.165,6.8434,-1.58,0.2423,0.1,0.923,2.623,0.536,4641.3675,0.31,0.47,17.9433,1.68,4.2392,0.204,752.389,5.6308,5.9,0.11,3.0,0.1275,7.02,0.7245,7.2,3.2003,3.7522,1.287,4.1281,10.590,1.51,0.9985,2074.233,4.412,0.145,0.2,0.78,0.31,3.18,0.327,5.1589,2.36,6.54,29.535,3.3684,3.1542,6.488,2.1,2.53,0.3,-8.4108,6.17,0.79,0.17,4925.4201,24.40
282,13.44,0.351,0.0,5.34,6.65,-0.503,19.39,0.0215,9.957,3.212,4.64,7.9,8.47,5.6,33.5,2.7406,39.808,0.001,30.7,1.2239,3.9,4.304,0.0501,3.32,-3.35,22.9,0.379,17685.1,7.23,6.8,3.7879,17.87,-1.8759,7.6,9.3522,0.1299,1690.5,522711.012,0.9,3.025,1.1,23.3527,10.8,0.115,2.98,17.5,0.09,5648.6125,35.519,93.90,0.183,76.7196,7.89,93.1,52.69,0.7819,7.3985,0.06,9.56,2.71,20.852,0.568,0.144,8.9166,1.337,5.141,52.38,0.0291,1.2422,1,4.5,0.09,5.2,1.81,9.8,1.46,20.4,5.7906,0.014,0.909,0.109,1.29,4.4248,4.76,0.4,1.641,0.6,1.4,0.7714,6.112,403.0,6.995,16.2718,2.2624,7.64,1.9514,4.2001,4.704,0.2,5.4122,8.3,42758.036,1.0165,4.2051,388.45,1.52,0.07,31.9848,3.2296,0.03,-9.6397,0.00,5.228,4968866.6,6.108,1.51902,12385.147,35.16,4.864,0.6050,3.1,-1.719,1.43,0.69,7.0598,9.0072,28.5,4.4205,0.668,0.021,1.09,8.3750,15.6,0.9,8.9,3.4968,5,8.8573,5.2,5.27,671.8,126831.8924,0.8,13.3,11.22,14.70,0.194,5.0075,5.5,0.3464,0.2,0.986,3.811,0.641,346927.668,0.06,0.88,2.2329,6.03,2.1620,0.197,56.998,6.4204,2.5,0.06,4.5,0.0548,6.11,0.0184,5.88,3.4844,15.0612,19.609,6.7115,19.580,4.47,0.1465,22218.094,4.099,0.206,0.1,1.58,0.69,5.06,0.31,4.8681,3.33,7.66,42.891,6.3618,7.9179,4.22,9.4,2.54,0.3,1.4774,6.13,0.02,0.97,86.8677,50.00
283,27.14,0.529,0.4,1.53,16.35,26.494,4.97,0.0316,10.625,4.3666,3.08,6.0,6.75,5.7,26.0,3.6241,1.347,1774317.474,10.6,2.0989,3.5,3.425,0.1626,26.45,4.96,31.0,0.148,57.6,3.85,6.2,10.2308,3.72,6.2669,-7.1,6.993,0.1507,0.7,375482.018,0.3,4.232,2870.3,0.0961,1.7,0.112,3.16,2.3,0.17,0.0113,60.553,100.00,0.803,124.7337,1.38,44.8,9.99,0.8061,7.547,20129645.5,11.98,2.75,8.433,0.093,5.881,7.5423,1.12,4.117,38.55,0.994,3.789,0,14.8,0.18,5.3,6.56,14.6,1.17,16.6,-0.1903,0.259,0.829,0.352,2.45,3.4245,3.9354,0.37,3.227,0.3,1.33,0.3164,0.173,666.0,6.841,-0.2419,7.1071,9.23,1.9689,3.0832,4.713,0.8,0.5576,5.45,45650.662,41.197,1.9535,9.32,1.84,0.17,81.4423,2.9641,0.38,5.2049,0.00,2.276,409.4,7.0528,15.17720,1.581,0.84,0.822,0.7400,257.5,-3.1453,2.36,0.73,1.3335,8.2278,20.5,8.9234,0.698,0.195,207.36,6.1520,1.9,1.5,5.1,4.0896,24,11.0863,5.0,3.98,0.0,3.3101,0.5,5.7,12.63,20.20,0.38,3.8179,3.03,0.7378,0.2,0.383,5.06,0.028,2888.2374,0.02,1.32,1.7873,10.94,1.9142,0.184,6569.283,5.6536,1.0,0.12,4.1,0.1501,5.67,0.5883,6.6,3.0199,14.0756,165.111,6.7682,18.100,4.76,0.8187,278.857,6.264,0.273,0.5,5.37,0.72,3.15,0.456,5.0695,3.21,4.8,33.624,0.4171,3.5475,4.933,9.3,2.14,0.2,13.0626,5.98,0.71,0.74,3440.2944,8.70
284,28.47,0.4,0.3,1.34,3.22,25.274,4.46,0.2114,14.034,2.5752,2.15,6.3,5.78,6.6,20.4,3.9498,1.082,765171.821,22.4,1.3487,-4.9,3.902,0.2655,8.77,7.19,27.4,0.568,5188.3,5.15,7.8,46.8765,-12.89,-2.1699,-11.4,7.4315,0.19,116966389.6,174.535,0.0,1.557,18.4,1104479.9312,8.5,0.091,2.7,7.3,0.16,343506.8138,31.673,41.50,0.912,94.6149,4.63,95.9,65.07,0.0865,10.0471,514720085.26,3.75,2.78,34.019,0.701,4.366,1.8542,3.516,44.756,46.16,0.7719,1.2699,0,8.5,0.47,3.5,1.09,12.5,7.59,37.9,2.4679,0.287,0.986,0.284,6.893,4.7169,5.8933,0.3,2.605,0.9,1.73,0.2879,3.258,279.0,6.322,-1.5497,6.5087,7.89,2.7837,5.1235,2.125,0.5,4.0729,-1.12,0.24,2.2689,0.6842,396.90,5.11,0.11,28.956,-12.3991,0.13,21.6998,0.00,1.063,974794.0,8.9004,0.08014,107794.134,856.04,6.119,0.4990,0.4,10.1475,1.62,0.65,9.4122,5.1281,9.5,-7.1597,0.743,0.065,1.2,5.8500,1.7,5.8,8.3,4.2769,5,9.3115,0.9,2.35,14170221.8,0.0009,0.4,95.8,13.25,19.20,0.07,6.5381,-6.56,0.4989,0.1,0.893,3.133,0.551,4735.4874,0.0,0.56,1.3474,5.83,3.9342,0.005,57.905,6.6378,22.7,0.34,2.9,0.128,6.45,0.0422,6.03,3.3788,10.5568,12.784,4.9369,5.960,1.79,0.9907,277.603,6.375,0.689,0.1,1.09,0.54,6.16,0.141,5.1586,3.11,9.0,31.611,26.1417,7.1416,9.086,13.1,2.96,0.2,-14.6376,4.67,0.99,0.35,10098.7641,21.00
285,19.12,0.899,0.2,1.6,8.09,3.265,9.54,0.2339,5.226,4.3083,2.78,7.0,7.01,5.2,21.0,3.8216,741.345,68908.052,20.2,1.2174,9.4,3.353,0.2807,17.21,9.51,35.7,0.162,2948.4,6.31,5.7,55.6608,9.77,5.1516,-1.5,8.7661,0.0598,5854.9,0.062,0.5,2.601,1.8,0.0,4.6,0.013,3.16,6.6,0.32,42436875.4843,41.374,91.90,0.383,87.0941,4.58,61.6,8.07,0.8574,8.0515,1023.6,19.21,2.94,8.34,0.867,5.53,-3.1644,1.452,2957.84,32.15,0.2049,1.4332,0,1.0,0.82,3.7,2.84,6.7,1.57,5.4,1.7462,0.281,0.581,0.433,13.255,6.0105,5.1775,0.56,2.06,0.7,1.31,0.7218,4.217,666.0,5.877,5.894,7.2863,7.68,3.5747,3.4532,4.622,0.6,4.9993,6.93,37.01,1.0583,4.3412,396.90,0.46,0.11,29.3919,-10.6273,0.1,12.5538,0.00,37.656,1415.1,5.5914,88.97620,54.578,14554.71,4.203,0.6710,1696.1,0.8227,1.4,0.55,10.2348,8.6234,9.7,8.1589,0.649,0.163,1.58,6.9680,6.6,1.5,4.2,4.1489,24,9.8496,3.9,3.95,658518.4,97175.0299,0.4,121.2,12.33,20.20,0.218,3.2204,3.29,0.4163,0.0,0.651,2.696,0.362,61.2349,0.13,0.16,5.1659,5.1,1.4165,0.046,0.458,7.8253,9.1,0.51,3.3,0.0171,5.83,0.0635,6.9,3.1461,11.1005,51938.298,3.757,18.100,1.39,0.3073,4944.159,7.377,0.157,0.5,0.56,0.22,5.03,0.663,4.1728,2.91,7.33,34.318,2.8205,7.1065,7.101,9.0,2.41,0.4,8.9941,6.68,0.13,0.63,246779.7448,10.40
286,12.36,0.006,0.0,7.61,6.13,18.911,4.74,0.4396,6.405,1.9507,4.2,6.2,6.25,4.0,63.6,3.3949,8.586,1440166.552,2.4,1.8959,-0.9,4.69,0.2053,14.80,0.96,19.2,0.158,1362.4,5.21,7.5,1.7475,-13.17,0.9552,3.5,9.5131,0.0373,0.0,88.124,0.8,2.979,2.9,0.0068,3.3,0.15,2.63,3.3,0.04,4.7596,30.054,47.60,0.631,109.0868,2.61,79.4,2.29,0.2184,9.9656,3.57,7.82,3.12,30.899,0.984,0.562,13.3259,2.355,3.71,35.84,0.2203,4.2684,0,1.4,0.65,7.3,1.21,6.7,1.24,19.7,0.0366,0.247,0.754,0.194,5.205,2.3373,4.197,0.23,7.121,0.1,1.88,0.887,3.085,469.0,6.381,12.7844,5.2672,6.1,2.5944,3.1378,1.554,0.4,0.1066,0.25,335.56,2.7541,4.3147,396.90,2.84,0.06,69.3557,1.3948,0.18,-8.6468,75.00,1.138,53.6,4.5419,0.01360,1185584.7,48.64,5.214,0.4100,1230.4,6.7175,1.63,0.66,5.2222,6.2997,20.7,-6.169,0.534,0.105,9.26,5.8880,337.3,1.6,9.0,4.2174,3,7.6756,1.2,7.16,721.6,67.5006,0.8,2.2,11.96,21.10,0.337,3.853,-5.49,0.5134,0.2,0.805,3.688,0.869,139775.0939,0.09,0.58,445.2637,3.26,7.3197,0.198,1535.725,5.8065,1.3,0.76,1.9,0.0496,5.38,0.846,6.84,2.7793,1.3932,104.44,7.3776,4.000,6.07,0.5716,1955.435,4.333,0.532,0.8,0.19,0.21,5.0,0.328,3.9223,3.11,5.98,32.681,11.2641,4.5159,4.897,5.0,2.19,0.3,7.7402,5.93,0.59,0.74,329766.3111,18.90
287,21.52,0.168,0.1,1.76,2.24,-1.123,5.71,0.0283,13.697,1.7633,0.99,4.7,3.59,6.7,24.8,6.088,2.646,225.663,3.2,2.0352,4.2,2.768,0.2191,7.37,18.83,26.5,0.095,4522.1,5.8,6.5,21.0051,-3.67,4.1506,2.0,6.6991,0.2678,99.0,775182.979,0.7,3.929,2.0,12.1278,6.1,0.041,2.72,9.7,0.41,892913.3347,31.036,42.20,0.734,140.2665,1.15,60.2,24.91,0.4909,6.1931,35.77,16.69,2.86,20.242,0.532,4.931,-3.57,3.581,19.398,37.27,0.6309,2.5649,0,2.1,0.07,6.6,1.65,2.6,10.23,21.0,1.7593,0.293,0.933,0.345,6.609,7.7222,2.4606,0.64,4.838,0.1,1.73,0.0781,1.948,300.0,4.999,-2.584,4.7256,7.26,6.2434,4.8026,3.219,0.6,1.1176,0.95,5571577.458,1.1528,1.2405,383.78,2.43,0.68,43.1582,11.6163,0.13,6.7544,30.00,1.537,2256.2,7.8946,0.09252,15621.498,14249618.43,0.382,0.4280,4.3,4.5815,1.12,0.82,9.6572,2.7828,20.9,7.0938,0.83,0.171,1.14,6.6060,2.0,5.6,8.6,4.5669,6,7.8166,3.7,7.49,0.0,0.0499,0.2,1481.1,22.99,16.60,0.851,6.002,4.13,0.5477,0.2,0.601,2.294,0.669,688.9524,0.25,0.31,81.4335,30.18,6.1899,0.196,4.304,3.8212,1.2,0.12,2.3,0.0951,6.5,0.4703,5.3,3.3666,9.0772,0.021,3.6491,4.930,5.53,0.2498,4416.977,7.423,0.962,0.2,5.78,0.2,3.95,0.382,4.4205,2.15,6.86,28.415,5.8179,6.0085,3.521,9.6,2.53,0.2,-1.096,7.3,0.8,0.36,4280.7893,23.30
288,19.17,0.657,0.5,2.31,5.02,8.977,5.14,0.4781,10.44,1.6731,0.98,5.7,7.71,5.9,43.0,4.9379,116.204,2468959.756,3.4,1.5578,2.5,2.701,0.088,4.69,-2.57,26.3,0.23,328.9,4.82,7.7,784.8364,2.77,5.4318,-2.8,7.7907,0.0954,23089.0,464407.539,0.8,2.043,2.4,0.0101,12.2,0.147,2.53,8.7,0.19,23.7579,99.71,30.80,0.404,106.1376,46.27,74.5,1.15,0.8853,7.731,13879062.24,5.55,2.39,11.173,0.462,0.075,4.9494,1.704,2.408,41.13,0.949,-0.752,0,1.2,1.0,3.2,6.65,9.8,42.58,32.6,4.713,0.079,0.642,0.199,55.638,3.7864,4.1448,0.14,2.144,0.6,2.03,0.9398,0.003,398.0,5.702,7.219,6.1569,4.93,1.412,3.4954,3.774,0.4,5.882,-0.71,18.132,1.7698,0.9321,389.71,3.72,0.11,17.7707,-7.3517,0.08,-14.5506,45.00,3.3,0.2,7.639,0.06911,1050.765,120676.24,3.924,0.4370,1.2,5.4114,2.21,0.46,7.3694,16.2149,11.4,-6.0684,0.536,0.071,18.15,6.7390,1.6,6.7,6.3,4.5053,5,8.5986,4.5,7.62,35.0,1119914.2922,0.3,9.1,13.52,15.20,0.268,3.8459,3.54,0.5912,0.2,0.882,2.89,0.819,595.0161,0.04,0.02,1.0418,3.07,6.4798,0.213,0.023,6.5411,3.1,0.04,6.4,0.3816,7.21,0.7332,6.39,2.7855,8.3321,630.519,6.3411,3.440,1.98,0.9019,36754.156,4.999,0.046,0.9,0.36,0.77,1.37,0.329,4.6602,2.26,5.97,27.09,12.4695,5.612,4.79,7.6,2.14,0.3,1.1144,3.91,0.35,0.88,35086.7398,30.50
289,33.59,0.03,0.0,10.26,-8.43,17.576,2.75,0.1221,10.129,4.4411,1.49,6.4,6.3,7.4,20.2,7.073,1.161,0.011,1.2,0.9176,8.6,3.962,0.354,18.06,-6.03,21.9,0.037,389.4,5.64,7.5,35.4351,-0.22,-0.404,0.8,8.8152,0.0244,39191473.9,3179.343,0.9,5.216,1.1,0.0,5.0,0.088,2.18,6.2,0.05,946.9023,48.569,92.70,0.947,114.4717,8.85,58.8,2.01,0.6611,6.0793,23940.28,9.83,2.89,8.728,0.007,6.16,0.2789,1.301,1.002,24.18,0.4179,3.5988,0,192.5,0.02,4.7,13.08,7.9,13.65,19.3,4.7117,0.308,0.984,0.184,9.516,3.4639,6.249,4.3,6.922,0.9,1.58,0.1442,2.928,711.0,7.131,7.1751,7.1406,8.0,1.3192,4.2677,5.085,0.5,1.5604,7.82,757804.088,1.8895,0.6695,395.09,1.42,0.04,35.7157,4.0697,0.31,-5.3402,0.00,1.838,3893.1,7.8013,0.15086,1065.363,45328.93,0.991,0.6090,6.8,4.4482,1.97,0.83,5.3984,4.7338,30.2,0.4691,0.676,0.008,10.88,5.4540,1042.9,2.1,7.0,3.4038,4,9.348,5.3,6.63,48885.8,1838300.1407,0.3,1.8,10.07,20.10,0.076,5.8753,14.49,0.2668,0.1,0.869,2.516,0.295,15901.191,0.38,0.72,5.9658,1.95,1.8209,0.06,0.064,6.1522,3.2,0.15,5.1,0.4777,5.74,0.0764,7.79,3.2148,10.4835,204.928,7.1063,27.740,4.53,0.8314,1057.785,5.931,0.532,0.4,6.15,0.02,3.02,0.059,4.6202,2.09,6.43,20.551,2.2171,4.2924,7.52,8.2,2.54,0.2,7.8321,4.46,0.8,0.22,1314844.429,15.20
290,8.71,0.701,0.2,1.47,3.7,14.84,1.54,1.8966,9.816,1.9231,3.0,6.4,8.41,5.7,48.3,2.7764,1.34,0.04,1.5,1.971,5.0,2.761,0.2086,17.27,17.61,25.8,0.521,4509.7,7.82,6.7,190.5384,3.72,3.3028,13.5,7.6088,0.1492,18445167.0,260154.66,0.3,3.534,2.8,0.0572,7.9,0.311,3.14,7.1,0.35,71122.0852,29.987,92.10,0.057,97.2549,2.32,40.9,45.67,0.356,10.0429,90197.62,7.94,2.18,18.865,0.646,0.541,11.9184,2.067,1.2,37.9,0.4519,2.1081,1,6.8,0.03,2.4,1.01,9.4,1.6,8.7,3.8941,0.207,0.955,0.116,5.111,8.9582,3.6622,1.13,1.773,0.6,1.87,0.2022,0.343,277.0,3.0,12.1087,3.5544,8.85,5.5699,9.0058,2.377,0.7,4.57,5.85,3672043205.44,2.1499,4.0302,393.25,-1.38,0.32,30.8993,-2.5454,0.25,-3.4507,0.00,3.271,49.3,7.1918,0.17446,35.288,4.85,0.847,0.4890,1649.3,5.6031,1.43,0.71,11.6679,0.4078,52.8,20.053,0.763,0.156,1.98,5.9600,1.3,3.0,6.0,4.7204,4,10.3109,2.4,6.23,0.0,132.8681,1.0,4.8,7.12,18.60,0.461,6.0444,-2.0,0.7063,0.3,0.812,1.718,0.921,90634152.8218,0.24,0.43,16.8995,20.61,3.8771,0.587,0.046,7.1601,1.5,0.8,3.6,0.2256,4.86,0.4495,3.9,3.4591,15.7723,1.88,5.684,10.590,2.15,0.2795,3745.968,7.202,0.849,0.1,4.7,0.34,5.61,0.953,4.7629,3.4,7.55,27.463,2.7665,5.2421,4.418,3.8,1.99,0.1,2.4686,5.79,0.39,0.45,5001.3601,21.70
